CRASH DATE,CRASH TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
2/2/2022,20:11,BROOKLYN,11222,40.727962,-73.95008,"(40.727962, -73.95008)",MC GUINNESS BOULEVARD,MESEROLE AVENUE,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,4499820,Sedan,,,,
2/2/2022,4:07,MANHATTAN,10017,40.751747,-73.97081,"(40.751747, -73.97081)",2 AVENUE,EAST 45 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4499312,Sedan,,,,
2/2/2022,0:38,,,,,,FDR DRIVE,,,1,0,0,0,0,0,1,0,Unsafe Speed,,,,,4499988,Sedan,,,,
2/2/2022,11:00,QUEENS,11370,,,,77 STREET,19 ROAD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4499514,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2/2/2022,8:15,,,40.671925,-73.939186,"(40.671925, -73.939186)",ALBANY AVENUE,,,0,0,0,0,0,0,0,0,Tire Failure/Inadequate,Unspecified,,,,4499439,Sedan,Station Wagon/Sport Utility Vehicle,,,
2/2/2022,13:00,BROOKLYN,11232,40.662308,-73.99507,"(40.662308, -73.99507)",,,184       21 STREET,0,0,0,0,0,0,0,0,Unspecified,,,,,4500372,Sedan,,,,
2/2/2022,20:40,BROOKLYN,11203,40.650227,-73.92827,"(40.650227, -73.92827)",SNYDER AVENUE,EAST 52 STREET,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,4499660,Sedan,Scooter,,,
2/2/2022,16:23,BRONX,10454,40.80806,-73.93042,"(40.80806, -73.93042)",,,1         BRUCKNER BOULEVARD,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4499567,Sedan,,,,
2/2/2022,19:41,BRONX,10453,40.854874,-73.916794,"(40.854874, -73.916794)",SEDGWICK AVENUE,WEST 179 STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,Unspecified,Unspecified,,4499582,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,
2/2/2022,13:23,QUEENS,11355,40.75584,-73.83448,"(40.75584, -73.83448)",HAIGHT STREET,41 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,4499459,Sedan,,,,
2/2/2022,0:13,,,40.76635,-73.95103,"(40.76635, -73.95103)",FDR DRIVE,,,0,0,0,0,0,0,0,0,Driver Inexperience,Driver Inexperience,,,,4500533,Sedan,Sedan,,,
2/2/2022,15:51,MANHATTAN,10002,40.713554,-73.98086,"(40.713554, -73.98086)",JACKSON STREET,MADISON STREET,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,4499475,Sedan,,,,
2/2/2022,9:39,BROOKLYN,11236,40.644863,-73.89174,"(40.644863, -73.89174)",,,1052      EAST 105 STREET,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,4499382,Sedan,Sedan,,,
2/2/2022,22:55,BROOKLYN,11218,40.643574,-73.97166,"(40.643574, -73.97166)",BEVERLEY ROAD,EAST 8 STREET,,1,0,1,0,0,0,0,0,Unspecified,,,,,4499635,Taxi,,,,
2/2/2022,15:15,MANHATTAN,10029,40.78455,-73.94689,"(40.78455, -73.94689)",,,1873      2 AVENUE,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,View Obstructed/Limited,,,,4499964,Sedan,Sedan,,,
2/2/2022,6:25,BROOKLYN,11217,40.68354,-73.98438,"(40.68354, -73.98438)",WYCKOFF STREET,NEVINS STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,Unspecified,,,4499544,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,,
2/2/2022,17:00,,,40.73769,-73.76858,"(40.73769, -73.76858)",CLEARVIEW EXPRESSWAY,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4499461,Station Wagon/Sport Utility Vehicle,Sedan,,,
2/2/2022,15:35,MANHATTAN,10012,40.725964,-74.001274,"(40.725964, -74.001274)",,,159       PRINCE STREET,1,0,0,0,1,0,0,0,Other Vehicular,Unspecified,,,,4499485,Sedan,Bike,,,
2/2/2022,8:58,QUEENS,11434,40.67824,-73.7711,"(40.67824, -73.7711)",130 AVENUE,BEDELL STREET,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4499727,Station Wagon/Sport Utility Vehicle,Sedan,,,
2/2/2022,11:18,,,,,,HORACE HARDING EXPRESSWAY,LITTLE NECK PARKWAY,,1,0,1,0,0,0,0,0,Unspecified,,,,,4499376,Station Wagon/Sport Utility Vehicle,,,,
2/2/2022,23:12,BRONX,10454,40.804344,-73.92158,"(40.804344, -73.92158)",BRUCKNER BOULEVARD,BROOK AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4500542,Station Wagon/Sport Utility Vehicle,Sedan,,,
2/2/2022,11:23,,,40.621128,-74.133514,"(40.621128, -74.133514)",,,391       COLLEGE AVENUE,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,4499588,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,,
2/2/2022,12:00,BROOKLYN,11217,40.67995,-73.98133,"(40.67995, -73.98133)",BUTLER STREET,4 AVENUE,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4499903,Bus,Box Truck,,,
2/2/2022,14:20,BROOKLYN,11208,40.674072,-73.863,"(40.674072, -73.863)",SUTTER AVENUE,FORBELL STREET,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,4499422,Sedan,Sedan,,,
2/2/2022,15:00,MANHATTAN,10065,40.764572,-73.95543,"(40.764572, -73.95543)",,,1283      YORK AVENUE,0,0,0,0,0,0,0,0,Driver Inexperience,,,,,4499650,Sedan,,,,
2/2/2022,2:20,,,40.815662,-73.88702,"(40.815662, -73.88702)",HUNTS POINT AVENUE,FAILE STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4499367,Station Wagon/Sport Utility Vehicle,,,,
2/2/2022,17:35,QUEENS,11691,40.600567,-73.7621,"(40.600567, -73.7621)",BEACH CHANNEL DRIVE,BAY 25 STREET,,1,0,1,0,0,0,0,0,Passing or Lane Usage Improper,,,,,4499495,Sedan,,,,
2/2/2022,19:00,,,40.71747,-73.908516,"(40.71747, -73.908516)",59 STREET,59 DRIVE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4499619,Sedan,,,,
2/2/2022,19:30,QUEENS,11411,40.696392,-73.72751,"(40.696392, -73.72751)",,,115-30    CROSS ISLAND PARKWAY,0,0,0,0,0,0,0,0,Unspecified,,,,,4499452,Station Wagon/Sport Utility Vehicle,,,,
2/2/2022,21:28,BROOKLYN,11217,40.678852,-73.97405,"(40.678852, -73.97405)",,,101       PROSPECT PLACE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4499552,Sedan,Sedan,,,
2/2/2022,11:10,,,40.63665,-73.96805,"(40.63665, -73.96805)",CONEY ISLAND AVENUE,DITMAS AVENUE,,1,0,0,0,0,0,1,0,Lost Consciousness,,,,,4499525,Sedan,,,,
2/2/2022,10:34,BROOKLYN,11210,40.629166,-73.947334,"(40.629166, -73.947334)",AVENUE I,NOSTRAND AVENUE,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,4499731,Station Wagon/Sport Utility Vehicle,,,,
2/2/2022,18:00,QUEENS,11411,40.69377,-73.73578,"(40.69377, -73.73578)",LINDEN BOULEVARD,225 STREET,,1,0,1,0,0,0,0,0,Unspecified,,,,,4499752,Station Wagon/Sport Utility Vehicle,,,,
2/2/2022,6:53,QUEENS,11103,40.75982,-73.9139,"(40.75982, -73.9139)",31 AVENUE,44 STREET,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,4499558,Sedan,Sedan,,,
2/2/2022,17:30,,,40.760284,-73.769356,"(40.760284, -73.769356)",NORTHERN BOULEVARD,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4499449,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2/2/2022,12:29,,,,,,BAISLEY BOULEVARD,178 STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4499396,Sedan,,,,
2/2/2022,17:20,STATEN ISLAND,10310,40.63377,-74.12725,"(40.63377, -74.12725)",,,1335      CASTLETON AVENUE,1,0,1,0,0,0,0,0,Unspecified,,,,,4499654,Sedan,,,,
2/2/2022,19:15,BROOKLYN,11223,40.605877,-73.98598,"(40.605877, -73.98598)",WEST 13 STREET,KINGS HIGHWAY,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4499938,Convertible,Station Wagon/Sport Utility Vehicle,,,
2/2/2022,11:10,QUEENS,11377,40.74872,-73.89625,"(40.74872, -73.89625)",BROOKLYN QUEENS EXPRESSWAY,BROADWAY,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,4499466,Sedan,Sedan,,,
2/2/2022,13:35,,,,,,BROOKLYN QUEENS EXPRESSWAY RAMP,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4499571,Station Wagon/Sport Utility Vehicle,Box Truck,,,
2/2/2022,16:22,QUEENS,11368,40.751724,-73.855316,"(40.751724, -73.855316)",,,111-36    ROOSEVELT AVENUE,3,0,0,0,0,0,3,0,Unspecified,Unspecified,,,,4500319,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2/2/2022,22:55,BRONX,10454,40.805016,-73.92109,"(40.805016, -73.92109)",EAST 134 STREET,BROOK AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4499673,Box Truck,Station Wagon/Sport Utility Vehicle,,,
2/2/2022,0:45,,,,,,MOTT AVENUE,CORNAGA AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4500576,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2/2/2022,8:15,STATEN ISLAND,10301,40.64033,-74.0871,"(40.64033, -74.0871)",JERSEY STREET,PAUW STREET,,1,0,0,0,0,0,1,0,View Obstructed/Limited,Unspecified,,,,4499391,Station Wagon/Sport Utility Vehicle,Sedan,,,
2/2/2022,10:10,BROOKLYN,11237,40.6967,-73.91031,"(40.6967, -73.91031)",IRVING AVENUE,PUTNAM AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,View Obstructed/Limited,,,,4499356,Sedan,Station Wagon/Sport Utility Vehicle,,,
2/2/2022,14:43,BRONX,10452,40.844234,-73.92363,"(40.844234, -73.92363)",OGDEN AVENUE,UNIVERSITY AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4499499,Sedan,Pick-up Truck,,,
2/2/2022,18:30,QUEENS,11373,40.73792,-73.867744,"(40.73792, -73.867744)",,,94-18     55 AVENUE,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,4499833,Sedan,Sedan,,,
2/2/2022,16:33,BROOKLYN,11218,40.646496,-73.9812,"(40.646496, -73.9812)",MINNA STREET,DAHILL ROAD,,0,0,0,0,0,0,0,0,Aggressive Driving/Road Rage,Unspecified,,,,4499578,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2/2/2022,20:45,,,40.734497,-73.72287,"(40.734497, -73.72287)",CROSS ISLAND PARKWAY,,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,4499469,Station Wagon/Sport Utility Vehicle,Sedan,,,
2/2/2022,16:30,,,40.70618,-73.92846,"(40.70618, -73.92846)",PORTER AVENUE,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unsafe Speed,,,,4499781,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2/2/2022,15:00,BRONX,10466,40.89417,-73.856964,"(40.89417, -73.856964)",EAST 234 STREET,WHITE PLAINS ROAD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4499735,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2/2/2022,10:25,BROOKLYN,11205,40.693626,-73.96406,"(40.693626, -73.96406)",MYRTLE AVENUE,GRAND AVENUE,,1,0,0,0,0,0,1,0,Turning Improperly,Unspecified,,,,4499639,Sedan,,,,
2/2/2022,5:35,,,,,,BRONX SHORE ROAD,CENTRAL ROAD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,4499982,Sedan,,,,
2/2/2022,16:33,,,,,,BELT PARKWAY RAMP,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4499440,Bus,Station Wagon/Sport Utility Vehicle,,,
2/2/2022,17:35,STATEN ISLAND,10306,40.560863,-74.12085,"(40.560863, -74.12085)",GUYON AVENUE,PENDALE STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4499670,Station Wagon/Sport Utility Vehicle,Sedan,,,
2/2/2022,19:20,QUEENS,11435,40.70887,-73.81871,"(40.70887, -73.81871)",QUEENS BOULEVARD,84 DRIVE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4499799,Sedan,,,,
2/2/2022,8:30,STATEN ISLAND,10301,40.63382,-74.09696,"(40.63382, -74.09696)",,,419       CASTLETON AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4499417,Sedan,,,,
2/2/2022,17:25,QUEENS,11377,40.738605,-73.90742,"(40.738605, -73.90742)",58 LANE,48 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4499462,Sedan,,,,
2/2/2022,10:00,,,40.604664,-74.02189,"(40.604664, -74.02189)",BELT PARKWAY,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4499384,Sedan,Sedan,,,
2/2/2022,20:50,QUEENS,11429,40.712116,-73.73118,"(40.712116, -73.73118)",HEMPSTEAD AVENUE,223 STREET,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,4499917,Sedan,Sedan,,,
2/2/2022,5:15,,,40.54823,-74.220665,"(40.54823, -74.220665)",WEST SHORE EXPRESSWAY,,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,4500258,Sedan,Sedan,,,
2/2/2022,16:20,BRONX,10466,40.8871,-73.8635,"(40.8871, -73.8635)",,,626       EAST 223 STREET,0,0,0,0,0,0,0,0,Obstruction/Debris,Unspecified,,,,4499740,FIRE TRUCK,Station Wagon/Sport Utility Vehicle,,,
2/2/2022,19:30,BRONX,10451,40.8252,-73.91476,"(40.8252, -73.91476)",COURTLANDT AVENUE,EAST 162 STREET,,1,0,1,0,0,0,0,0,,,,,,4499561,,,,,
2/2/2022,6:00,,,40.690907,-73.95542,"(40.690907, -73.95542)",BEDFORD AVENUE,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,4499330,Sedan,Tractor Truck Diesel,,,
2/2/2022,18:15,BRONX,10460,40.838013,-73.86859,"(40.838013, -73.86859)",,,1773      MANSION STREET,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4499586,Station Wagon/Sport Utility Vehicle,,,,
2/2/2022,13:02,MANHATTAN,10004,40.704643,-74.00961,"(40.704643, -74.00961)",,,1         HANOVER SQUARE,0,0,0,0,0,0,0,0,Passenger Distraction,Unspecified,,,,4499603,Sedan,Box Truck,,,
2/2/2022,22:46,,,40.6992,-73.92309,"(40.6992, -73.92309)",STOCKHOLM STREET,,,0,0,0,0,0,0,0,0,Unspecified,,,,,4499512,Sedan,,,,
2/2/2022,16:56,BROOKLYN,11225,40.656773,-73.95533,"(40.656773, -73.95533)",,,138       WINTHROP STREET,0,0,0,0,0,0,0,0,Backing Unsafely,Oversized Vehicle,,,,4499540,Sedan,Ambulance,,,
2/2/2022,16:04,BROOKLYN,11234,40.619423,-73.917244,"(40.619423, -73.917244)",,,2401      RALPH AVENUE,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4500305,Station Wagon/Sport Utility Vehicle,,,,
2/2/2022,8:00,,,40.751835,-73.82427,"(40.751835, -73.82427)",ELDER AVENUE,,,0,0,0,0,0,0,0,0,Unspecified,,,,,4499457,Station Wagon/Sport Utility Vehicle,,,,
2/2/2022,9:59,,,40.749607,-73.89687,"(40.749607, -73.89687)",BROOKLYN QUEENS EXPRESSWAY,,,1,0,0,0,0,0,1,0,Other Vehicular,Other Vehicular,,,,4499374,Box Truck,Station Wagon/Sport Utility Vehicle,,,
2/2/2022,16:21,QUEENS,11434,40.67253,-73.77119,"(40.67253, -73.77119)",137 AVENUE,169 STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,Unspecified,,,4499662,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2/2/2022,11:10,MANHATTAN,10023,40.776016,-73.98724,"(40.776016, -73.98724)",WEST END AVENUE,WEST 66 STREET,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,4499728,Bus,Sedan,,,
2/2/2022,15:37,MANHATTAN,10013,40.72085,-74.00394,"(40.72085, -74.00394)",CANAL STREET,WOOSTER STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4499486,Sedan,Pick-up Truck,,,
2/2/2022,17:00,MANHATTAN,10034,40.8675,-73.92174,"(40.8675, -73.92174)",,,4926      BROADWAY,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4500454,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2/2/2022,20:30,BROOKLYN,11210,40.629166,-73.947334,"(40.629166, -73.947334)",AVENUE I,NOSTRAND AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,4499533,Pick-up Truck,Station Wagon/Sport Utility Vehicle,,,
2/2/2022,18:30,BRONX,10459,40.830135,-73.89088,"(40.830135, -73.89088)",FREEMAN STREET,HOE AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,4499566,Sedan,,,,
2/2/2022,16:20,BRONX,10459,40.82636,-73.89884,"(40.82636, -73.89884)",EAST 167 STREET,PROSPECT AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4499581,Pick-up Truck,Sedan,,,
2/2/2022,23:03,,,40.66669,-73.81173,"(40.66669, -73.81173)",BELT PARKWAY,,,1,0,0,0,0,0,1,0,Following Too Closely,Following Too Closely,Unspecified,,,4499518,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,,
2/2/2022,17:55,MANHATTAN,10004,40.702408,-74.01283,"(40.702408, -74.01283)",WHITEHALL STREET,STATE STREET,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,4500056,Station Wagon/Sport Utility Vehicle,,,,
2/2/2022,17:30,,,40.7615,-73.997826,"(40.7615, -73.997826)",11 AVENUE,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4499553,Station Wagon/Sport Utility Vehicle,,,,
2/2/2022,17:00,BRONX,10472,40.82731,-73.857834,"(40.82731, -73.857834)",,,1953      CHATTERTON AVENUE,1,0,0,0,0,0,1,0,Backing Unsafely,Unspecified,,,,4500004,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2/2/2022,7:30,,,40.592026,-74.19011,"(40.592026, -74.19011)",VICTORY BOULEVARD,WILD AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4500687,Station Wagon/Sport Utility Vehicle,,,,
2/2/2022,20:48,BROOKLYN,11213,40.668774,-73.93052,"(40.668774, -73.93052)",,,1133      EASTERN PARKWAY,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4500786,Sedan,Station Wagon/Sport Utility Vehicle,,,
2/2/2022,19:00,,,40.608307,-74.13132,"(40.608307, -74.13132)",STATEN ISLAND EXPRESSWAY,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,4500798,Station Wagon/Sport Utility Vehicle,Sedan,,,
2/2/2022,19:35,BRONX,10459,40.817795,-73.89319,"(40.817795, -73.89319)",BRUCKNER BOULEVARD,TIFFANY STREET,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,4500686,Sedan,Station Wagon/Sport Utility Vehicle,,,
2/2/2022,14:22,BROOKLYN,11208,40.67898,-73.88107,"(40.67898, -73.88107)",ATLANTIC AVENUE,BERRIMAN STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4500633,Sedan,Station Wagon/Sport Utility Vehicle,,,
2/2/2022,8:42,BROOKLYN,11207,40.677628,-73.894394,"(40.677628, -73.894394)",FULTON STREET,WYONA STREET,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,4500640,Sedan,Sedan,,,
2/2/2022,0:30,BROOKLYN,11208,40.684593,-73.87041,"(40.684593, -73.87041)",,,238       AUTUMN AVENUE,0,0,0,0,0,0,0,0,Unspecified,,,,,4500632,Sedan,,,,
2/2/2022,8:45,STATEN ISLAND,10306,40.570465,-74.10977,"(40.570465, -74.10977)",NEW DORP LANE,HYLAN BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4500797,Sedan,Sedan,,,
2/2/2022,14:40,,,,,,jackie robinson parkway,pennsylvania ave,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,Unspecified,,,4500641,Station Wagon/Sport Utility Vehicle,Sedan,,,
2/2/2022,15:15,MANHATTAN,10029,40.79505,-73.93317,"(40.79505, -73.93317)",EAST 116 STREET,PLEASANT AVENUE,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,4500731,Bus,Station Wagon/Sport Utility Vehicle,,,
2/2/2022,15:00,,,40.64254,-73.87652,"(40.64254, -73.87652)",BELT PARKWAY,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4500642,ambulance,Sedan,,,
2/2/2022,13:06,BRONX,10474,40.81792,-73.891235,"(40.81792, -73.891235)",,,935       GARRISON AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4500697,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2/2/2022,1:50,BRONX,10460,40.835968,-73.87,"(40.835968, -73.87)",CROSS BRONX EXPRESSWAY,ROSEDALE AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,4500783,Sedan,,,,
2/2/2022,6:25,MANHATTAN,10128,40.78069,-73.9466,"(40.78069, -73.9466)",EAST 92 STREET,1 AVENUE,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,,,,4500685,Station Wagon/Sport Utility Vehicle,Sedan,,,
2/2/2022,18:23,BROOKLYN,11232,40.654953,-74.00703,"(40.654953, -74.00703)",3 AVENUE,37 STREET,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Alcohol Involvement,,,,4501050,Sedan,Pick-up Truck,,,
2/2/2022,15:00,,,40.81899,-73.89185,"(40.81899, -73.89185)",BRUCKNER EXPRESSWAY,,,0,0,0,0,0,0,0,0,Unsafe Speed,Reaction to Uninvolved Vehicle,Unspecified,,,4501095,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,,
2/2/2022,21:00,,,,,,BROOKLYN BATTERY TUNNEL,,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Traffic Control Disregarded,,,,4501068,Station Wagon/Sport Utility Vehicle,Bike,,,
2/2/2022,18:26,BROOKLYN,11212,40.663116,-73.915886,"(40.663116, -73.915886)",SARATOGA AVENUE,DUMONT AVENUE,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,4501159,Pick-up Truck,Sedan,,,
2/2/2022,11:23,BROOKLYN,11213,40.667015,-73.9313,"(40.667015, -73.9313)",UTICA AVENUE,PRESIDENT STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4501167,Station Wagon/Sport Utility Vehicle,Sedan,,,
2/2/2022,8:00,BROOKLYN,11203,40.65832,-73.93056,"(40.65832, -73.93056)",,,870       WINTHROP STREET,0,0,0,0,0,0,0,0,Passing Too Closely,Passing Too Closely,,,,4501063,Bus,Station Wagon/Sport Utility Vehicle,,,
2/2/2022,23:40,MANHATTAN,10029,40.799984,-73.944855,"(40.799984, -73.944855)",EAST 116 STREET,MADISON AVENUE,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,,,,4500980,Motorscooter,,,,
2/2/2022,18:00,QUEENS,11385,40.708992,-73.909706,"(40.708992, -73.909706)",FAIRVIEW AVENUE,HARMAN STREET,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,4501118,Station Wagon/Sport Utility Vehicle,,,,
2/2/2022,20:27,,,,,,MANOR ROAD,,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,4501256,Station Wagon/Sport Utility Vehicle,,,,
2/2/2022,6:30,BROOKLYN,11231,40.67098,-73.99997,"(40.67098, -73.99997)",BAY STREET,SMITH STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,4501284,Station Wagon/Sport Utility Vehicle,,,,
2/2/2022,20:35,MANHATTAN,10029,40.796005,-73.93542,"(40.796005, -73.93542)",EAST 116 STREET,1 AVENUE,,1,0,1,0,0,0,0,0,Unspecified,,,,,4501265,,,,,
2/2/2022,14:00,,,40.67505,-73.95639,"(40.67505, -73.95639)",PROSPECT PLACE,,,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,4501405,Box Truck,,,,
2/2/2022,10:30,MANHATTAN,10017,40.757233,-73.97605,"(40.757233, -73.97605)",EAST 49 STREET,MADISON AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4499549,Station Wagon/Sport Utility Vehicle,Bike,,,
2/2/2022,15:48,,,,,,SANDS STREET,,,1,0,0,0,0,0,1,0,Pavement Slippery,Unspecified,,,,4499474,Sedan,Sedan,,,
2/2/2022,19:20,BROOKLYN,11235,40.59328,-73.94538,"(40.59328, -73.94538)",AVENUE X,BEDFORD AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4499489,Station Wagon/Sport Utility Vehicle,Bike,,,
2/2/2022,23:12,MANHATTAN,10036,40.759197,-73.98463,"(40.759197, -73.98463)",7 AVENUE,WEST 47 STREET,,0,0,0,0,0,0,0,0,Brakes Defective,Unspecified,Unspecified,,,4499554,Taxi,Station Wagon/Sport Utility Vehicle,Taxi,,
2/2/2022,0:14,,,,,,JAMAICA AVENUE,,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,,,,,4499275,Sedan,,,,
