datetime,AGG. ASSAULT,ARSON,AUTO THEFT,BURGLARY,COMMON ASSAULT,HOMICIDE,LARCENY,LARCENY FROM AUTO,RAPE,ROBBERY - CARJACKING,ROBBERY - COMMERCIAL,ROBBERY - RESIDENCE,ROBBERY - STREET,SHOOTING
2016-02-26,12,0,8,31,9,1,33,15,0,3,2,1,3,1
2016-02-27,14,0,8,5,9,0,20,6,0,0,2,2,1,4
2016-02-28,10,0,11,12,27,0,15,19,2,0,1,1,10,1
2016-02-29,11,1,5,27,22,2,22,18,0,1,2,0,6,1
2016-03-01,15,0,10,22,15,0,36,10,3,0,0,1,8,1
2016-03-02,3,1,11,13,14,0,23,6,2,0,2,3,5,0
2016-03-03,14,0,7,13,20,1,28,9,1,0,3,2,2,0
2016-03-04,11,0,10,21,15,0,25,16,2,1,4,3,3,1
2016-03-05,16,0,12,9,19,0,28,12,3,0,0,1,7,3
2016-03-06,12,1,13,9,22,1,22,13,0,1,1,1,5,1
2016-03-07,20,0,16,20,21,0,34,22,0,1,2,2,7,5
2016-03-08,15,1,12,11,18,0,31,13,1,0,0,1,7,2
2016-03-09,8,0,13,13,20,0,28,15,0,1,0,1,3,0
2016-03-10,15,2,5,13,35,1,31,12,0,1,1,1,8,1
2016-03-11,20,0,12,18,20,0,32,13,1,3,0,1,4,2
2016-03-12,22,1,18,17,18,1,23,17,0,1,2,2,11,1
2016-03-13,10,0,13,4,13,1,16,12,0,1,5,1,6,1
2016-03-14,9,1,13,19,15,0,20,12,2,0,3,2,8,0
2016-03-15,12,0,8,13,23,1,30,16,0,0,3,3,9,1
2016-03-16,15,1,17,21,19,1,25,19,0,0,4,0,13,3
2016-03-17,24,0,12,22,16,1,37,11,0,0,0,0,10,2
2016-03-18,20,1,15,17,18,1,24,10,2,1,0,1,10,2
2016-03-19,7,0,9,20,14,1,18,13,0,0,1,1,9,3
2016-03-20,14,1,10,14,10,1,15,11,0,1,2,1,7,2
2016-03-21,17,0,17,21,22,0,26,10,0,1,7,0,8,0
2016-03-22,10,1,9,24,27,2,37,12,0,0,3,0,11,0
2016-03-23,13,0,13,19,23,0,34,13,0,0,1,1,16,0
2016-03-24,13,0,23,20,22,1,29,12,0,0,1,1,7,1
2016-03-25,23,0,15,15,16,0,25,16,1,0,3,4,9,6
2016-03-26,15,1,11,14,24,0,31,16,5,1,3,2,10,1
2016-03-27,11,1,17,15,21,1,21,16,0,0,2,2,3,1
2016-03-28,13,1,6,12,14,0,30,11,0,0,4,3,6,3
2016-03-29,11,1,9,19,14,1,33,16,0,2,0,2,7,2
2016-03-30,12,2,13,14,18,1,26,25,2,1,6,0,13,1
2016-03-31,8,0,6,14,15,1,23,17,0,1,1,1,7,2
2016-04-01,20,0,10,12,18,0,42,18,1,0,0,1,8,0
2016-04-02,20,0,13,14,29,0,28,16,0,4,1,1,8,1
2016-04-03,7,0,10,11,15,1,18,22,0,1,0,1,10,1
2016-04-04,11,1,8,12,18,0,33,15,1,1,2,0,5,0
2016-04-05,12,0,16,17,13,0,25,13,0,1,1,0,8,1
2016-04-06,25,1,13,26,17,1,26,17,0,3,1,2,6,1
2016-04-07,13,1,14,25,16,1,23,18,0,2,0,1,5,1
2016-04-08,9,0,13,12,24,3,26,25,2,1,2,2,8,0
2016-04-09,8,1,8,14,24,0,28,19,0,1,0,1,9,4
2016-04-10,13,1,9,17,15,0,21,9,1,3,2,3,9,3
2016-04-11,16,0,18,14,32,2,34,16,2,1,2,0,9,1
2016-04-12,8,2,14,17,17,2,32,17,0,3,1,0,10,1
2016-04-13,17,1,13,20,15,0,38,18,1,1,2,1,7,0
2016-04-14,14,0,12,24,14,0,40,19,0,0,2,1,6,1
2016-04-15,12,1,13,14,28,0,20,23,3,1,3,0,15,1
2016-04-16,23,1,11,19,23,1,29,22,3,3,0,2,12,2
2016-04-17,18,2,9,9,26,1,17,19,1,2,1,1,6,2
2016-04-18,22,0,12,17,25,1,30,19,2,1,4,1,13,2
2016-04-19,23,1,11,15,12,2,44,17,0,0,1,2,9,3
2016-04-20,11,1,13,23,24,0,37,25,0,0,3,0,16,1
2016-04-21,9,3,13,25,18,0,33,15,1,2,4,1,8,4
2016-04-22,15,1,12,18,25,1,39,23,1,3,2,0,10,0
2016-04-23,11,1,12,13,25,0,26,17,0,2,3,0,13,1
2016-04-24,15,2,13,12,17,2,28,28,2,3,4,1,10,6
2016-04-25,11,0,11,20,14,3,44,19,3,3,3,1,12,1
2016-04-26,21,2,8,31,15,3,31,13,0,4,4,0,17,4
2016-04-27,12,2,8,21,16,1,33,16,0,1,2,2,10,0
2016-04-28,10,1,14,28,11,3,28,12,1,1,2,4,10,1
2016-04-29,17,0,8,18,19,0,37,9,0,4,5,0,11,0
2016-04-30,5,0,10,14,16,0,25,15,3,0,1,1,12,0
2016-05-01,6,0,14,14,20,0,40,15,0,2,1,1,5,1
2016-05-02,14,2,14,17,19,1,46,15,0,0,5,1,8,4
2016-05-03,30,0,14,11,15,1,38,16,0,1,2,1,8,2
2016-05-04,18,0,15,14,15,1,33,17,0,2,2,4,8,0
2016-05-05,13,1,14,24,15,0,33,11,1,0,3,0,14,0
2016-05-06,27,0,9,23,15,1,42,13,0,1,3,1,7,3
2016-05-07,15,1,11,21,16,1,23,12,1,1,2,2,6,4
2016-05-08,14,1,12,18,18,1,24,19,0,2,2,0,10,1
2016-05-09,11,0,14,20,18,0,40,25,0,3,0,2,19,3
2016-05-10,19,0,9,18,17,1,36,11,0,4,2,0,20,3
2016-05-11,8,0,12,30,16,0,23,20,1,1,4,1,14,2
2016-05-12,18,1,15,24,22,1,44,24,2,0,6,2,6,2
2016-05-13,15,0,14,26,15,0,39,14,1,1,1,1,8,2
2016-05-14,13,0,8,17,24,0,25,13,0,0,2,0,11,5
2016-05-15,17,2,9,16,23,0,40,15,2,0,1,1,11,3
2016-05-16,15,2,8,17,15,0,34,17,1,2,3,4,7,5
2016-05-17,13,0,4,29,22,1,31,16,0,0,3,4,15,2
2016-05-18,12,0,8,14,13,0,36,16,2,0,3,2,15,8
2016-05-19,9,1,7,20,18,0,34,25,0,1,3,0,7,4
2016-05-20,10,0,10,20,34,1,35,19,2,3,2,1,12,3
2016-05-21,12,1,9,16,28,0,23,23,0,0,2,2,9,4
2016-05-22,16,1,19,10,20,0,13,20,4,0,2,0,11,0
2016-05-23,11,1,10,20,12,3,21,18,1,0,1,3,19,3
2016-05-24,15,3,14,19,29,0,31,16,0,2,3,1,15,6
2016-05-25,12,0,13,23,25,5,30,26,1,1,4,2,9,1
2016-05-26,8,1,15,21,34,4,36,14,1,1,4,2,15,0
2016-05-27,15,0,11,20,22,2,47,19,1,0,3,1,13,3
2016-05-28,29,1,16,8,23,1,34,17,2,0,2,5,19,4
2016-05-29,18,1,12,15,18,0,23,13,1,0,0,0,6,1
2016-05-30,19,4,20,11,24,0,26,37,0,2,2,2,14,6
2016-05-31,27,3,7,16,17,1,34,13,0,1,1,1,8,1
2016-06-01,13,1,5,17,18,0,40,14,0,1,5,2,16,2
2016-06-02,18,1,9,23,14,0,33,8,0,1,4,4,13,3
2016-06-03,11,1,15,19,22,2,31,19,2,0,2,1,12,0
2016-06-04,18,0,9,26,41,1,23,18,2,0,3,2,7,2
2016-06-05,12,2,13,146,26,0,20,21,1,0,2,1,9,2
2016-06-06,14,1,18,29,24,2,31,25,1,1,8,3,12,2
2016-06-07,18,0,21,19,15,0,28,16,0,3,2,0,5,4
2016-06-08,23,0,8,32,19,2,39,19,1,0,5,0,11,5
2016-06-09,15,1,9,23,26,2,29,24,1,0,3,2,5,0
2016-06-10,22,1,13,29,23,2,25,24,3,1,1,1,14,5
2016-06-11,31,1,8,18,19,2,26,20,2,0,5,6,16,3
2016-06-12,13,1,15,14,27,0,36,17,0,1,0,0,4,1
2016-06-13,24,0,14,28,22,1,36,23,0,4,5,3,10,2
2016-06-14,6,0,23,30,15,1,34,13,0,1,4,0,5,0
2016-06-15,19,2,17,20,24,0,46,19,0,3,1,0,8,2
2016-06-16,13,1,12,21,25,0,25,19,0,0,3,1,4,1
2016-06-17,12,0,12,18,24,0,29,22,1,0,1,0,9,0
2016-06-18,16,1,10,21,29,0,27,24,3,0,2,0,5,3
2016-06-19,19,1,7,20,28,0,21,30,0,1,3,0,11,2
2016-06-20,13,3,18,29,26,0,31,39,0,1,1,2,17,6
2016-06-21,11,3,9,21,25,1,33,19,1,0,3,1,12,4
2016-06-22,16,1,12,26,23,2,24,25,0,2,2,2,12,3
2016-06-23,22,1,13,14,18,1,31,31,0,2,3,0,15,5
2016-06-24,21,0,8,21,20,1,22,17,0,3,2,2,11,3
2016-06-25,14,1,21,21,26,1,34,23,1,0,1,1,6,1
2016-06-26,15,1,8,22,19,2,37,17,0,0,3,1,7,1
2016-06-27,8,2,11,15,29,0,27,13,1,1,1,1,11,2
2016-06-28,20,2,11,17,17,3,32,21,1,0,2,1,6,6
2016-06-29,8,3,18,25,21,0,30,25,1,0,1,3,8,1
2016-06-30,15,1,9,10,20,1,27,17,0,1,1,2,7,1
2016-07-01,14,0,6,27,24,1,36,24,3,1,1,5,5,0
2016-07-02,10,1,11,11,16,0,21,24,0,0,2,2,7,3
2016-07-03,12,1,19,18,19,1,36,14,0,0,4,0,13,1
2016-07-04,12,0,12,14,16,0,19,15,1,2,2,1,8,1
2016-07-05,24,0,9,17,19,2,27,29,4,0,2,2,14,2
2016-07-06,22,0,6,17,15,2,34,18,0,0,3,2,14,6
2016-07-07,19,2,11,25,17,0,29,16,0,3,2,1,11,2
2016-07-08,9,0,11,28,11,2,28,14,0,0,3,0,13,0
2016-07-09,5,1,8,17,12,0,28,13,0,2,1,1,15,2
2016-07-10,12,0,9,18,19,3,26,27,0,2,1,2,7,2
2016-07-11,23,0,14,25,18,2,36,17,3,1,3,2,14,6
2016-07-12,11,5,7,20,20,1,27,18,1,1,2,0,16,1
2016-07-13,12,2,10,18,21,1,34,18,0,1,1,1,10,2
2016-07-14,17,3,12,21,27,2,30,9,1,2,1,1,9,2
2016-07-15,7,0,5,36,12,0,25,28,1,2,4,0,10,0
2016-07-16,13,0,16,19,16,2,36,8,1,1,3,0,11,2
2016-07-17,19,3,14,15,25,0,18,21,0,4,4,1,11,2
2016-07-18,13,0,10,23,24,2,24,9,0,0,3,3,9,2
2016-07-19,16,0,20,25,12,3,23,22,0,3,3,0,10,4
2016-07-20,26,0,11,25,17,0,36,23,0,3,1,1,15,4
2016-07-21,11,1,15,22,17,1,29,22,2,1,6,0,10,2
2016-07-22,24,0,8,27,17,0,23,20,1,1,0,1,15,1
2016-07-23,11,1,19,17,19,2,17,10,1,0,3,1,8,1
2016-07-24,19,0,16,16,13,2,19,13,0,1,2,4,14,5
2016-07-25,17,2,12,20,21,2,32,18,0,2,3,2,12,5
2016-07-26,17,0,18,22,18,1,30,15,0,3,1,2,11,0
2016-07-27,15,0,18,29,14,0,16,23,4,2,2,3,3,2
2016-07-28,13,1,18,18,21,3,26,27,1,0,1,1,8,4
2016-07-29,6,0,15,24,12,1,46,18,0,0,1,1,6,0
2016-07-30,17,0,9,16,22,0,33,9,1,2,4,2,9,1
2016-07-31,5,0,11,12,27,0,36,21,1,1,0,0,13,1
2016-08-01,17,0,13,19,20,0,38,20,0,1,0,1,14,3
2016-08-02,22,0,17,19,12,0,31,27,2,2,0,1,12,6
2016-08-03,13,2,10,13,15,1,40,19,0,1,3,3,9,4
2016-08-04,13,1,11,11,13,1,32,29,2,0,4,1,10,2
2016-08-05,11,0,12,21,25,1,39,16,1,0,0,2,15,4
2016-08-06,15,1,19,13,17,0,31,17,1,1,3,1,8,1
2016-08-07,15,2,11,17,18,1,27,30,2,2,0,1,22,1
2016-08-08,17,0,12,20,22,0,36,15,1,1,3,5,13,3
2016-08-09,13,1,11,13,24,0,28,20,0,1,0,0,14,1
2016-08-10,17,0,19,24,14,4,32,17,1,1,1,5,11,1
2016-08-11,9,0,8,13,25,0,27,13,1,1,4,6,17,1
2016-08-12,13,0,8,24,28,1,35,15,0,2,2,1,8,1
2016-08-13,22,1,10,23,32,2,28,16,0,1,4,0,18,3
2016-08-14,17,0,3,13,21,0,23,17,1,1,2,0,8,3
2016-08-15,11,1,24,18,20,0,23,18,1,0,5,1,10,3
2016-08-16,16,0,12,20,19,1,28,22,0,0,3,3,10,1
2016-08-17,10,0,8,21,23,2,41,13,1,1,1,0,8,3
2016-08-18,19,0,11,23,21,0,36,16,0,0,1,0,15,0
2016-08-19,15,1,10,23,19,2,35,19,2,1,0,8,10,1
2016-08-20,6,0,10,14,29,1,32,18,2,2,2,1,21,0
2016-08-21,12,1,12,13,32,0,20,11,1,0,2,3,12,1
2016-08-22,16,0,11,28,22,2,27,22,1,2,3,3,10,5
2016-08-23,12,0,18,20,19,1,28,24,1,0,3,0,5,2
2016-08-24,9,2,17,25,9,2,29,20,0,0,0,0,17,1
2016-08-25,12,0,17,15,13,0,33,30,1,1,3,1,7,1
2016-08-26,15,0,14,22,22,2,24,28,1,0,2,7,8,0
2016-08-27,28,1,9,21,13,3,22,26,0,2,2,4,11,2
2016-08-28,25,1,8,16,29,0,26,22,0,1,5,4,16,0
2016-08-29,6,1,13,23,26,0,30,19,2,1,6,0,13,2
2016-08-30,10,0,19,26,28,0,30,12,1,1,1,0,12,1
2016-08-31,29,0,12,14,24,0,24,16,0,1,0,1,12,4
2016-09-01,16,0,11,31,26,0,58,11,2,1,0,3,9,2
2016-09-02,18,1,15,18,23,2,30,8,1,0,1,2,11,4
2016-09-03,21,1,15,17,32,0,24,8,0,0,2,2,4,3
2016-09-04,14,1,21,20,23,1,19,18,2,1,2,2,9,3
2016-09-05,16,0,7,12,30,1,20,21,0,5,0,0,13,6
2016-09-06,17,1,16,14,21,1,35,17,1,2,2,0,16,0
2016-09-07,20,0,15,19,20,5,37,21,0,3,7,1,9,3
2016-09-08,16,0,9,21,22,3,35,16,0,0,0,2,5,2
2016-09-09,14,1,11,24,25,1,36,23,0,1,4,2,9,0
2016-09-10,11,2,13,27,26,0,30,22,0,0,4,2,11,1
2016-09-11,26,0,16,19,34,0,41,18,1,1,3,1,19,1
2016-09-12,17,1,17,34,25,0,32,18,1,1,3,0,10,2
2016-09-13,25,0,9,21,25,0,35,21,0,1,2,0,9,2
2016-09-14,14,1,10,17,17,1,40,16,1,0,1,3,10,2
2016-09-15,10,1,11,24,34,2,40,15,0,1,2,0,15,0
2016-09-16,13,1,10,30,28,3,20,26,0,0,2,1,8,4
2016-09-17,19,2,8,18,29,0,29,21,2,4,1,0,8,2
2016-09-18,16,1,20,18,23,2,26,15,0,1,3,2,15,3
2016-09-19,10,1,16,19,11,1,39,18,3,1,0,0,17,0
2016-09-20,8,0,9,32,24,0,34,27,1,1,5,0,7,1
2016-09-21,11,1,11,21,27,2,33,23,1,2,2,1,8,0
2016-09-22,19,1,8,36,32,0,30,25,0,2,6,0,23,4
2016-09-23,18,1,22,26,22,1,26,21,3,1,2,1,19,2
2016-09-24,35,0,15,22,26,1,30,31,1,1,1,4,10,11
2016-09-25,30,0,9,24,21,2,27,26,1,1,1,1,8,5
2016-09-26,13,1,11,20,20,0,24,22,0,0,4,0,10,0
2016-09-27,18,3,13,26,21,1,32,23,0,2,3,1,10,3
2016-09-28,13,1,17,20,15,0,35,27,0,0,3,1,7,1
2016-09-29,5,3,15,31,18,0,28,18,0,0,5,1,7,0
2016-09-30,17,0,12,21,23,0,43,24,0,2,2,4,19,2
2016-10-01,12,1,18,23,19,0,39,21,3,0,3,1,7,0
2016-10-02,12,1,13,14,25,2,33,21,0,2,2,2,17,2
2016-10-03,13,1,20,12,21,2,31,15,1,1,1,1,12,2
2016-10-04,12,1,7,33,21,2,32,12,0,2,2,0,17,1
2016-10-05,15,1,14,23,29,0,38,12,1,1,2,0,15,3
2016-10-06,7,3,6,19,27,1,29,19,0,2,0,4,6,3
2016-10-07,13,1,14,24,33,0,30,22,2,1,1,3,25,2
2016-10-08,21,2,15,23,29,0,20,24,3,0,3,0,7,0
2016-10-09,15,3,18,16,26,1,21,25,2,1,4,3,9,5
2016-10-10,15,4,19,26,17,3,32,21,1,1,0,2,10,1
2016-10-11,16,0,11,27,26,2,32,16,1,1,3,2,13,3
2016-10-12,14,0,11,27,28,2,34,11,2,1,3,1,11,1
2016-10-13,14,2,15,26,19,1,30,24,1,2,1,1,10,2
2016-10-14,14,1,15,32,23,0,34,16,1,1,4,0,14,1
2016-10-15,28,1,21,17,26,1,32,14,1,2,1,6,10,3
2016-10-16,8,0,14,19,24,2,29,27,0,4,3,1,10,2
2016-10-17,21,0,22,32,19,0,33,24,0,2,1,1,25,3
2016-10-18,14,1,12,14,28,1,37,25,1,0,3,4,7,3
2016-10-19,8,0,22,25,24,1,37,51,0,0,4,0,17,0
2016-10-20,16,1,15,31,23,0,43,20,2,1,2,0,21,2
2016-10-21,16,2,17,23,21,1,35,24,1,0,4,2,12,2
2016-10-22,13,0,16,21,21,1,23,19,1,1,1,1,12,0
2016-10-23,15,1,18,13,27,0,25,31,0,3,1,0,16,1
2016-10-24,14,0,19,29,29,3,28,19,1,0,2,1,14,2
2016-10-25,16,0,16,34,30,0,33,31,0,0,5,1,12,1
2016-10-26,16,0,14,20,17,1,29,27,1,3,2,1,10,2
2016-10-27,12,1,14,29,22,0,29,29,1,1,1,2,10,1
2016-10-28,17,1,24,24,21,1,30,26,1,0,4,3,12,1
2016-10-29,17,1,11,18,22,1,25,21,3,0,2,3,13,1
2016-10-30,15,0,23,21,23,1,34,26,1,4,3,3,15,2
2016-10-31,12,0,16,25,25,0,38,32,2,8,5,6,27,0
2016-11-01,16,3,21,25,36,0,32,28,4,0,1,2,14,4
2016-11-02,14,0,15,28,18,0,35,17,0,3,2,1,22,1
2016-11-03,14,0,18,15,29,0,30,25,1,1,3,2,13,1
2016-11-04,16,1,13,34,27,1,43,13,1,0,6,4,11,0
2016-11-05,15,1,11,19,30,1,21,19,0,3,2,0,21,3
2016-11-06,7,0,11,23,24,0,38,22,1,4,1,2,20,2
2016-11-07,7,0,12,15,19,1,32,25,0,1,3,2,21,2
2016-11-08,20,1,11,24,13,1,32,14,0,0,2,1,5,3
2016-11-09,11,2,15,29,18,2,28,14,0,0,4,2,9,2
2016-11-10,6,1,16,33,13,0,32,20,0,2,1,2,14,0
2016-11-11,25,0,10,22,26,2,35,16,0,3,1,2,10,2
2016-11-12,10,0,7,18,26,0,22,25,0,2,5,0,14,0
2016-11-13,13,0,13,15,20,0,17,31,0,2,0,0,6,3
2016-11-14,13,0,16,19,18,0,30,22,2,0,4,0,7,0
2016-11-15,17,0,14,19,14,3,33,29,1,2,1,1,13,3
2016-11-16,22,0,18,20,26,0,29,17,0,3,7,1,17,0
2016-11-17,21,0,13,37,36,2,26,18,1,4,4,4,10,0
2016-11-18,12,2,14,37,29,1,31,24,1,4,3,0,7,0
2016-11-19,14,1,17,15,26,3,19,12,0,3,6,0,12,2
2016-11-20,14,1,15,11,17,2,18,18,2,0,2,1,12,1
2016-11-21,12,3,15,17,17,1,30,23,0,7,4,0,6,2
2016-11-22,13,2,11,20,29,1,30,30,1,3,3,0,16,1
2016-11-23,8,0,8,32,18,3,27,32,0,2,4,0,12,1
2016-11-24,17,0,8,14,23,0,19,15,1,1,2,0,12,0
2016-11-25,17,1,11,21,21,1,20,15,1,1,3,2,15,4
2016-11-26,14,1,12,18,17,0,23,16,0,3,1,3,7,2
2016-11-27,13,1,17,24,14,0,24,16,1,0,1,1,17,2
2016-11-28,16,4,13,27,19,0,40,37,2,3,8,2,16,0
2016-11-29,17,0,18,19,19,1,39,27,0,1,4,2,20,0
2016-11-30,12,0,13,24,18,4,28,17,1,2,5,0,12,5
2016-12-01,16,0,11,27,34,0,45,16,0,1,1,3,15,1
2016-12-02,14,1,12,17,26,2,27,23,0,2,6,1,21,1
2016-12-03,14,0,13,20,20,0,32,15,2,0,5,1,7,4
2016-12-04,10,0,4,17,27,3,28,14,0,0,5,5,17,0
2016-12-05,17,0,14,25,26,1,32,19,3,0,0,2,9,2
2016-12-06,6,0,6,20,35,0,28,16,1,0,4,1,5,1
2016-12-07,11,1,11,25,14,0,32,26,1,0,3,0,15,1
2016-12-08,30,1,11,32,13,0,36,18,0,4,2,1,8,0
2016-12-09,8,1,9,23,22,1,25,16,0,0,3,4,1,0
2016-12-10,6,2,12,20,22,2,26,13,2,0,4,1,13,0
2016-12-11,27,0,5,17,21,0,29,16,0,0,3,4,6,8
2016-12-12,7,1,11,27,14,0,27,14,0,0,8,4,11,0
2016-12-13,20,0,20,20,22,2,39,22,1,0,2,0,19,2
2016-12-14,12,0,12,21,23,1,39,13,0,1,1,0,8,0
2016-12-15,11,0,7,20,19,2,40,12,0,0,1,1,8,4
2016-12-16,6,0,14,17,22,2,29,17,0,0,2,0,9,1
2016-12-17,9,0,8,22,22,0,15,8,0,0,0,1,5,0
2016-12-18,20,0,13,24,20,0,22,15,0,2,1,0,8,4
2016-12-19,19,2,11,26,12,3,30,12,0,2,6,2,14,1
2016-12-20,21,1,25,31,23,2,30,23,0,1,1,0,12,9
2016-12-21,9,0,14,18,24,0,33,26,0,1,3,6,8,0
2016-12-22,13,0,19,29,26,2,29,19,3,0,4,2,11,0
2016-12-23,13,0,10,31,22,1,33,20,0,3,5,6,11,2
2016-12-24,19,2,12,15,20,0,20,20,1,2,3,0,6,1
2016-12-25,10,1,9,15,24,2,16,21,0,1,2,9,6,2
2016-12-26,10,1,15,21,22,0,17,9,0,1,5,4,10,0
2016-12-27,18,0,15,13,28,0,28,23,2,0,5,0,8,3
2016-12-28,19,0,17,23,26,1,33,17,2,1,2,2,14,4
2016-12-29,3,1,20,23,27,0,25,13,1,0,4,1,8,1
2016-12-30,8,1,19,23,21,0,19,9,0,0,1,1,10,0
2016-12-31,17,0,7,17,16,1,26,12,0,2,7,2,16,2
2017-01-01,26,0,11,19,29,2,31,12,6,3,0,0,14,2
2017-01-02,12,0,20,24,20,0,27,19,1,1,4,3,13,1
2017-01-03,12,2,13,27,13,1,29,20,1,0,1,0,9,2
2017-01-04,16,1,19,27,24,2,34,13,0,2,5,1,5,0
2017-01-05,9,0,15,27,32,0,28,18,1,2,3,1,11,1
2017-01-06,10,2,20,31,23,0,26,13,0,4,0,0,4,1
2017-01-07,13,2,13,11,16,1,32,14,1,1,4,1,9,0
2017-01-08,15,0,9,15,14,0,16,10,1,2,4,1,6,6
2017-01-09,13,0,19,23,16,1,17,14,1,3,6,1,6,1
2017-01-10,16,1,22,28,20,2,28,19,2,5,7,1,16,2
2017-01-11,13,2,31,30,19,0,29,17,1,1,4,3,13,0
2017-01-12,23,1,28,17,27,2,33,26,1,0,1,1,10,2
2017-01-13,22,0,12,30,28,1,24,16,3,1,2,2,9,4
2017-01-14,10,0,19,16,17,0,13,16,0,1,2,1,14,1
2017-01-15,15,0,14,22,22,2,20,9,0,2,3,1,18,2
2017-01-16,15,1,15,21,18,0,25,21,2,2,7,1,11,0
2017-01-17,23,0,16,26,17,0,25,30,1,2,11,2,16,2
2017-01-18,7,0,9,24,13,0,34,26,0,0,2,1,17,1
2017-01-19,21,0,12,19,18,2,32,25,0,2,2,2,14,4
2017-01-20,22,1,21,26,24,2,47,31,1,3,3,1,19,4
2017-01-21,18,1,17,24,24,0,22,17,1,4,9,1,16,3
2017-01-22,9,0,12,14,26,2,18,17,0,0,2,2,11,1
2017-01-23,18,0,12,24,29,2,21,17,0,1,4,3,18,3
2017-01-24,14,0,13,23,14,2,30,26,0,1,1,1,12,1
2017-01-25,21,2,13,31,24,2,30,18,0,1,6,1,14,3
2017-01-26,17,1,15,36,25,2,23,21,1,3,1,2,12,1
2017-01-27,22,0,15,28,20,1,30,23,0,6,2,1,8,6
2017-01-28,24,0,20,28,29,2,25,26,0,3,1,2,11,5
2017-01-29,21,0,16,17,15,1,34,20,0,2,3,0,16,5
2017-01-30,11,0,15,29,20,0,28,17,1,4,4,1,13,1
2017-01-31,18,1,13,19,20,0,30,26,1,2,3,2,7,3
2017-02-01,15,2,12,21,22,2,32,15,0,1,6,1,10,1
2017-02-02,18,1,22,24,22,2,27,20,3,1,5,1,12,1
2017-02-03,22,0,16,25,15,2,36,20,0,2,4,2,8,3
2017-02-04,23,2,13,16,31,0,21,13,2,4,3,1,12,1
2017-02-05,13,3,7,12,24,1,21,22,0,0,3,0,12,0
2017-02-06,15,1,10,17,32,1,22,18,1,2,2,1,10,2
2017-02-07,10,0,12,22,21,0,30,17,0,2,1,1,7,1
2017-02-08,18,1,12,13,16,2,25,14,1,0,3,4,11,4
2017-02-09,9,0,17,23,20,1,31,16,1,3,4,4,9,2
2017-02-10,14,0,14,19,28,0,34,14,0,0,6,1,16,1
2017-02-11,18,0,10,14,21,0,32,18,2,1,2,2,15,2
2017-02-12,15,0,12,13,24,1,18,20,1,2,1,1,17,2
2017-02-13,13,0,8,20,20,1,30,16,1,2,1,3,11,2
2017-02-14,18,1,21,17,24,0,28,12,1,3,3,1,20,0
2017-02-15,12,1,9,25,29,0,26,13,1,0,4,2,18,2
2017-02-16,13,0,10,25,25,1,24,14,0,2,6,0,10,0
2017-02-17,9,1,13,25,25,0,32,21,0,1,7,2,6,2
2017-02-18,31,0,14,12,28,1,30,23,1,0,1,1,10,3
2017-02-19,9,0,12,19,20,0,14,12,0,1,5,4,11,2
2017-02-20,9,2,13,12,27,0,26,12,0,0,2,1,8,0
2017-02-21,11,0,13,30,32,1,32,19,2,1,4,1,9,1
2017-02-22,13,1,10,28,27,1,27,10,0,0,3,2,4,3
2017-02-23,19,1,11,19,34,1,30,16,0,0,1,1,8,8
2017-02-24,10,0,16,19,26,0,31,17,5,0,3,0,7,0
2017-02-25,19,1,12,23,23,0,24,18,0,2,2,0,6,1
2017-02-26,14,0,6,10,28,1,15,14,0,5,1,3,2,1
2017-02-27,12,2,7,14,28,2,22,17,0,0,0,0,12,0
2017-02-28,9,0,2,21,18,1,23,15,1,1,5,1,7,0
2017-03-01,19,0,13,33,21,0,34,11,1,3,3,0,7,3
2017-03-02,14,0,10,16,17,0,26,12,1,0,0,2,9,2
2017-03-03,8,1,11,19,30,0,28,17,1,2,3,2,7,0
2017-03-04,17,0,9,9,21,0,25,12,0,1,1,0,5,0
2017-03-05,13,0,12,8,22,0,20,7,0,0,2,0,8,2
2017-03-06,9,2,9,19,19,0,25,14,0,1,3,2,10,0
2017-03-07,15,1,3,17,27,0,21,9,3,1,6,2,19,0
2017-03-08,15,3,18,12,28,3,26,13,0,1,3,2,9,1
2017-03-09,10,0,12,19,21,2,22,14,1,1,2,3,3,0
2017-03-10,13,1,5,17,25,0,28,7,0,0,3,1,12,1
2017-03-11,15,0,11,17,27,1,27,16,1,1,1,1,8,1
2017-03-12,11,0,11,11,24,0,14,6,0,3,5,1,5,0
2017-03-13,13,1,7,19,17,1,19,12,3,5,2,0,10,2
2017-03-14,3,0,6,8,20,2,16,5,1,1,1,4,7,0
2017-03-15,12,0,4,11,18,1,18,7,1,1,5,0,5,1
2017-03-16,13,2,9,22,32,1,21,11,1,0,3,1,2,2
2017-03-17,11,0,12,23,25,3,32,13,0,2,4,1,6,3
2017-03-18,23,2,6,12,25,2,27,28,3,1,5,5,7,1
2017-03-19,14,0,6,6,26,1,23,14,0,1,5,0,8,1
2017-03-20,15,1,7,14,23,0,31,14,0,1,1,0,13,1
2017-03-21,25,1,14,21,30,0,27,15,3,1,4,2,7,0
2017-03-22,9,1,13,36,22,1,35,7,0,0,4,1,5,2
2017-03-23,17,0,11,26,32,0,26,13,1,1,4,1,6,0
2017-03-24,15,3,13,28,26,1,22,23,1,1,3,0,14,0
2017-03-25,17,0,14,12,33,0,26,11,0,2,2,2,7,1
2017-03-26,13,0,10,11,42,1,24,17,1,0,2,1,10,1
